investor_id,user_id,email,full_name,entity_id,country,created_at,relationship_manager_id
749dbfa6-b8d8-4bfc-8feb-aecce9d83f09,3f9e4a28-8003-4dcf-84be-4b8967c431cc,dorothy.potts@powell-invest.co.uk,Dorothy Potts,1f869d89-8d0d-4fe9-b041-f3cc292aeed3,Spain,2020-08-24 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
3f0cce65-8b08-4ebb-bb2a-a2cb77d920c0,1ce6a501-6174-44e9-bdf8-201516600468,natalie.hutchinson@morris-invest.co.uk,Natalie Hutchinson,83b34014-8d21-4781-93b1-d94ee100309d,Philippines,2020-03-30 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
ba24c870-dc6c-493e-8e7f-ae8cbf482a64,08c043f5-3995-430a-ae3f-f04f6a8353d9,janice.steele@morris-invest.co.uk,Janice Steele,83b34014-8d21-4781-93b1-d94ee100309d,Kenya,2022-06-11 00:00:00,6785eb85-eccb-4d04-bd8c-c328e5807f7e
b93f9615-f5ef-473a-8f3f-56201c9867e3,8efe0825-4c22-4a1c-8aa7-e698923d15bd,leigh.scott@rowe-invest.co.uk,Leigh Scott,c4a29ec4-43c2-4967-b9dc-15b3f06f8c7c,French Southern Territories,2023-11-12 00:00:00,
0e28c008-fbaa-4d35-acae-d82f3ed89f31,bf15ff47-6b25-491d-a04f-78a365280fbc,ruth.hunt@rowe-invest.co.uk,Ruth Hunt,c4a29ec4-43c2-4967-b9dc-15b3f06f8c7c,Portugal,2020-09-03 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
2cc7cd1d-913b-4d52-89d0-a446522dbc1a,4757826a-cd2c-4a62-afc0-ec5c1150b22c,tony.murphy@jackson-invest.co.uk,Tony Murphy,192b1292-d510-48e0-aa6e-754b6a8d1349,Gabon,2025-04-17 00:00:00,
0ee82be1-ab2e-4e9f-9bf5-dfb4e7b408e6,87dd2286-8ee1-4a3c-a77c-4bdd86b611c2,joe.watkins@jackson-invest.co.uk,Joe Watkins,192b1292-d510-48e0-aa6e-754b6a8d1349,Timor-Leste,2024-08-01 00:00:00,
cab51f8f-ef3e-48c1-908c-fb0305f20d07,2178355d-0e43-447d-a0d1-2795680bf586,pamela.dean@jackson-invest.co.uk,Pamela Dean,192b1292-d510-48e0-aa6e-754b6a8d1349,Hong Kong,2024-09-17 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
257c6b89-ab00-4223-b446-6d1e43cf5ecd,b1fef578-0963-4cb3-9780-4c7f102468cf,alexandra.evans@evans-invest.co.uk,Alexandra Evans,ff70ce9c-e25b-4d7f-bbd0-5fadb0dedc9c,French Polynesia,2024-03-26 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
90cd4eb0-d631-4caf-b6bd-7279e7a7b514,65826d60-972c-45e2-855a-7461c11878d0,beth.harris@turner-invest.co.uk,Beth Harris,b9445062-e5e7-43c4-837b-1db2c4ebbf74,Switzerland,2021-06-28 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
99227fa7-6571-4bf7-a933-12c2722efe42,1a721b1c-1342-4030-8477-e5fdd6019410,katy.byrne@khan-invest.co.uk,Katy Byrne,b50badaa-a466-4c88-b7c0-b3071e6b51bd,Algeria,2026-01-09 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
d343f2cb-36b9-4f45-a195-9e5ac55dd1f8,88b07200-3112-4924-a3c5-21ffc3f11677,anna.taylor@khan-invest.co.uk,Anna Taylor,b50badaa-a466-4c88-b7c0-b3071e6b51bd,Slovakia (Slovak Republic),2022-07-01 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
d85c3220-01f8-4c21-97f1-ae85a3e978e1,bbf8642a-a8e0-43a1-8786-3897d288bb66,adam.walker@hughes-invest.co.uk,Adam Walker,bd6044d3-fc78-46b5-a884-df82cb2a0af7,Samoa,2025-03-11 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
c10b28f3-ef81-4af0-b736-fddff97f9447,542c3568-4858-4dbb-b290-a7236fa3c415,jean.lee@hughes-invest.co.uk,Jean Lee,bd6044d3-fc78-46b5-a884-df82cb2a0af7,United Kingdom,2024-10-03 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
b0df4899-a948-472c-a9e1-3545060d3842,7e9c745e-005c-4895-a249-5613ef89171f,mitchell.russell@davey-invest.co.uk,Mitchell Russell,9a354a3d-167c-4364-a904-fa2d9b1a7f4c,Denmark,2025-03-01 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
be78536e-3fad-48fc-859e-69c697b11378,dbe88867-6c9d-4617-ae29-87b770e4c9f3,lynda.roberts@davey-invest.co.uk,Lynda Roberts,9a354a3d-167c-4364-a904-fa2d9b1a7f4c,Cyprus,2022-02-11 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
ee9fcf2b-a191-4544-a3ba-4e35a0c9bbcd,7c12c3a8-c77d-48de-9dd9-ab5383b2f5c2,heather.bates@taylor-invest.co.uk,Heather Bates,b4350670-bf57-4721-b18f-7237e0e701c2,El Salvador,2020-05-11 00:00:00,6785eb85-eccb-4d04-bd8c-c328e5807f7e
6bf299d9-ba0c-4897-a49e-7aa3578ce378,881dceac-2d84-4c64-bd8c-b333681239e8,josephine.davey@taylor-invest.co.uk,Josephine Davey,b4350670-bf57-4721-b18f-7237e0e701c2,Seychelles,2020-03-05 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
6e84e42c-2a8b-4ac9-8862-bf0e7b825101,bda22b22-cbf8-4b6a-8d1a-707bb4f70178,katy.davies@taylor-invest.co.uk,Katy Davies,b4350670-bf57-4721-b18f-7237e0e701c2,Burundi,2021-02-17 00:00:00,6785eb85-eccb-4d04-bd8c-c328e5807f7e
12a0fbc2-8b90-49b9-a29a-6a4c02da983b,ccaac3d8-1dc3-4721-a1a6-3e38b42cfe3d,teresa.glover@gould-invest.co.uk,Teresa Glover,86a8aab7-4a25-4f32-b122-ba17374e35d5,Niue,2022-09-29 00:00:00,6785eb85-eccb-4d04-bd8c-c328e5807f7e
9e502261-815b-4465-84f4-dbd1ae6c1f61,28b7163d-eea5-4de2-a1bc-7c73f6568f97,leah.thomas@gould-invest.co.uk,Leah Thomas,86a8aab7-4a25-4f32-b122-ba17374e35d5,Solomon Islands,2024-12-02 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
ebfa49ea-9eef-4ebf-85f1-17e261285607,333c7888-c465-4991-aa7e-61dc6977eec9,chloe.rhodes@walsh-invest.co.uk,Chloe Rhodes,1cb33a68-13c6-4043-8158-182cc3d96256,Haiti,2021-07-27 00:00:00,6785eb85-eccb-4d04-bd8c-c328e5807f7e
43165e0f-2643-49c1-b691-75e0b0d5605d,6a372a22-cf5e-4e8b-9a62-f00fda40088d,wayne.green@davies-invest.co.uk,Wayne Green,f85fb15f-dc86-4a43-905d-36f393795c3f,French Polynesia,2023-07-30 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
32e1acba-104b-4b55-b6da-2f6e6b341a5a,3fd7454f-b9bb-4322-94ee-571609612ac5,toby.morris@davies-invest.co.uk,Toby Morris,f85fb15f-dc86-4a43-905d-36f393795c3f,China,2022-08-28 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
721a7c42-2e4b-4665-b137-741908683737,36999561-526a-41df-93b6-ff11dc5bb75e,marc.daniels@anderson-invest.co.uk,Marc Daniels,55c3e6e1-cdd1-4db4-8033-84d14721b10e,Mauritius,2022-06-24 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
db656d39-bf6e-4b1b-810e-85fa5a6cc2e7,7a405152-f50e-49ab-930d-ec112b61a2c4,claire.hill@cooper-invest.co.uk,Claire Hill,8909f6db-28a1-4ebd-a76c-126d1e2503e6,United States Minor Outlying Islands,2021-12-18 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
a21a54c7-a12e-4de2-b64b-6856512484fb,36157690-bd0c-4634-9556-0c4591934a45,abdul.burke@wright-invest.co.uk,Abdul Burke,77d4b1ac-58e9-4546-8085-f4163171b399,Equatorial Guinea,2020-07-11 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
75557676-f9be-4824-83d1-c1a2302fc87e,2c3a3838-d39f-4d29-bddb-2b45ef5803b4,hayley.morgan@wright-invest.co.uk,Hayley Morgan,77d4b1ac-58e9-4546-8085-f4163171b399,French Polynesia,2025-11-18 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
b1b27a3c-6d48-46cf-9522-ba001ebee89d,b83e1b5d-3ed1-4083-9dcc-dcae7459124d,declan.roberts@jones-invest.co.uk,Declan Roberts,0af86286-08e7-4df7-b1c1-b344b001d627,Lao People's Democratic Republic,2023-05-13 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
7646a4e9-f136-4888-97b5-0188f5077f0f,f6d35117-707d-4e4e-8566-acbf468de1f3,keith.dale@smith-invest.co.uk,Keith Dale,1ca96709-67fb-4f5c-b426-43401befb79e,Czech Republic,2022-09-14 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
134ca085-2299-47d0-a534-88438536d7b7,c8ed5745-3127-4509-a9de-19dc477b6226,sian.wood@fisher-invest.co.uk,Sian Wood,a8b78255-69ba-413f-b4e6-ca4059827dd7,Indonesia,2025-03-11 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
98067e74-6b48-41d0-adef-8adb1247c83a,dcd8bcf4-8ce3-40c9-9af8-0a70d82ff946,nicole.owen@fisher-invest.co.uk,Nicole Owen,a8b78255-69ba-413f-b4e6-ca4059827dd7,Somalia,2024-08-17 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
40d518a1-d276-4cd7-9861-5b170cd39c11,fea08f3a-e117-4dec-b735-488c25adce76,hannah.brown@hewitt-invest.co.uk,Hannah Brown,ef84439e-c732-472a-ab5e-9e26a98bf16c,Mauritania,2024-05-09 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
46fc8eeb-e502-48ab-b8dc-68556a791610,03976af0-607c-4ea3-b34b-10082743beaf,harry.murphy@hewitt-invest.co.uk,Harry Murphy,ef84439e-c732-472a-ab5e-9e26a98bf16c,Peru,2023-09-14 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
900afc47-db13-4562-b68b-8e3bb6000774,076d5adf-a097-4695-95f5-6f7034acfaeb,ellie.smith@hewitt-invest.co.uk,Ellie Smith,ef84439e-c732-472a-ab5e-9e26a98bf16c,Hong Kong,2024-02-28 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
897f70c8-e4d7-4aa4-b0a9-f2ab5efc14fd,ee4bd5be-cf27-42d2-986a-f2608f722913,kim.singh@davies-invest.co.uk,Kim Singh,f7f774f4-9747-4514-8317-ccdb765cd5ce,Botswana,2020-07-30 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
3f3a580d-5383-416d-b647-11bc2f8126b1,a3f31c06-a2c2-468a-87ef-314aaa0af6b1,frances.barnes@clark-invest.co.uk,Frances Barnes,16ffb943-ac11-4d8e-8e6a-ae596d4c146f,Anguilla,2020-06-10 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
91a642d4-4d1e-4fa7-9ed6-dc03c5ba27f4,880b84a1-97c4-485e-84d1-dc7763a4f667,jasmine.young@young-invest.co.uk,Jasmine Young,dd414323-6440-438d-ac33-ed7691e10365,Monaco,2022-06-07 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
0fb3bb81-4aee-46ff-9d69-b01caf5c0064,10f7a04b-f211-4df2-9ede-60966873b8fc,toby.austin@young-invest.co.uk,Toby Austin,dd414323-6440-438d-ac33-ed7691e10365,Cyprus,2023-05-26 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
9a6ba6f4-c134-4e3e-bef1-fa75758ae4bd,271bbb22-e920-48b7-a00a-811736de05ff,eileen.collins@myers-invest.co.uk,Eileen Collins,bf9455f7-2330-4004-a9e2-83fa8b3f7fc0,Swaziland,2022-02-17 00:00:00,
4bc7d851-14ca-4368-8711-843c7734c4b5,1f7a48f4-54ba-4e25-82b6-5b40ab02d07b,gillian.walker@myers-invest.co.uk,Gillian Walker,bf9455f7-2330-4004-a9e2-83fa8b3f7fc0,Gabon,2025-05-15 00:00:00,6785eb85-eccb-4d04-bd8c-c328e5807f7e
b70c9e7b-ec45-4cc9-9473-dadd52d23fe7,52c4c886-bb49-45cd-9f30-c17573d72a5d,francesca.miles@myers-invest.co.uk,Francesca Miles,bf9455f7-2330-4004-a9e2-83fa8b3f7fc0,Burundi,2022-04-17 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
4df64007-e6c2-49c4-817a-ddebb09560a8,e4410ee8-a319-45a7-8d94-d34895de3035,jordan.harding@read-invest.co.uk,Jordan Harding,676e248a-709a-4777-bc32-ad9511384d8d,Gabon,2023-03-05 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
88262a22-047b-4014-b8c8-dd52a8b8c238,90dc66c7-d975-4119-9bd4-5a84597b5966,valerie.clark@cook-invest.co.uk,Valerie Clark,e10600cb-3236-4c3e-8589-ee6c3d0c3996,Dominica,2023-06-17 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
76240af7-9eee-4ca0-b03b-21bf20590fd3,e79701ff-7b44-42a2-8594-9ea59c593ba5,shannon.kirk@harris-invest.co.uk,Shannon Kirk,04c08124-0d7d-4eba-9f9b-0b168d27618d,Korea,2025-03-23 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
03272cb8-2c9f-4605-987d-aea4a4cc6a18,b79f0ba8-f088-42d2-b2a1-3463c306b458,lauren.davies@steele-invest.co.uk,Lauren Davies,e5dfef51-fc5b-4888-bc50-553e989f8935,Samoa,2023-08-04 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
8f46e0a5-6a4b-438e-bc1d-15730e2bef9a,6a38b4da-b89d-4817-9ea1-66a95f1ef959,bethan.harding@harper-invest.co.uk,Bethan Harding,c6f41e69-5e6b-45b8-b949-ebf7c2801c52,Italy,2020-07-06 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
98751f25-f507-444c-a0dc-4956c4e13c65,f082c824-1f34-40bc-8868-459a6aa4540c,kate.cox@harper-invest.co.uk,Kate Cox,c6f41e69-5e6b-45b8-b949-ebf7c2801c52,Cape Verde,2021-08-20 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
3ab8c32f-2a48-4569-ae92-d625b3d21367,9517cfaa-17fe-4eec-9511-8736bf2a3481,elizabeth.waters@harper-invest.co.uk,Elizabeth Waters,c6f41e69-5e6b-45b8-b949-ebf7c2801c52,Syrian Arab Republic,2026-03-16 00:00:00,
7de73be2-4b9d-44e1-86d9-43798e2e414b,9b1d0574-8d8e-45d9-bc8b-63ead4c985db,wendy.richards@atkinson-invest.co.uk,Wendy Richards,73a394ca-bc21-40cd-ba4d-4246c334ced8,Wallis and Futuna,2023-04-24 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
7c6344db-9265-4c3a-850f-87a47835bcaa,7c790dd2-18ee-4492-942e-f2fb72b8a465,leonard.rhodes@atkinson-invest.co.uk,Leonard Rhodes,73a394ca-bc21-40cd-ba4d-4246c334ced8,Heard Island and McDonald Islands,2022-07-31 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
e4fcda72-4bda-430c-ad9d-3b054108e017,8e38915e-1840-4745-9200-4434bc174a0f,charlie.williams@atkinson-invest.co.uk,Charlie Williams,73a394ca-bc21-40cd-ba4d-4246c334ced8,Zambia,2025-08-07 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
62373c7f-1012-434f-807e-2acdddb35955,b7a4dfef-8ea9-4431-8c18-2194c441364c,damian.davis@peters-invest.co.uk,Damian Davis,5299802f-9bfc-4077-8ba5-923d207d9d1b,Bolivia,2022-11-20 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
ad763f38-4a0f-429b-ad5d-d4a54ad08e95,34e5b3b5-95b3-45d8-ac30-9a0d1bb6a418,joyce.owen@peters-invest.co.uk,Joyce Owen,5299802f-9bfc-4077-8ba5-923d207d9d1b,United Arab Emirates,2025-07-02 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
38cf1dc4-ea9d-498d-b0ef-48312dd4a1b3,c5a2c780-5afe-479b-96da-cb9cdf5abf34,leah.evans@page-invest.co.uk,Leah Evans,c6b0e0dc-71ee-4524-8366-84bc667616a5,Indonesia,2021-11-24 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
afcfa3d8-4ceb-4b90-b0be-c8be5238842e,5c3d957f-22fc-40c0-8e5d-4b6c2fc1b4ce,martyn.barrett@carter-invest.co.uk,Martyn Barrett,859e9d68-802e-4a4e-9c2c-4f4487eb953a,British Virgin Islands,2026-01-29 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
12b13c8b-7e80-4055-bea5-1eb46c6d5eac,d9576d9e-9af1-424e-a681-62e29fdc0dd9,sandra.green@buckley-invest.co.uk,Sandra Green,31a89254-6947-4cbd-9f56-c5b3e1e0ef94,Croatia,2020-05-18 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
8ed22773-0158-4b9c-99fd-d5142dfa649a,b021190f-4e85-4b73-841d-7139d804717d,jemma.dawson@buckley-invest.co.uk,Jemma Dawson,31a89254-6947-4cbd-9f56-c5b3e1e0ef94,Angola,2020-07-17 00:00:00,6785eb85-eccb-4d04-bd8c-c328e5807f7e
958667bc-8766-420c-b3d8-e582b1764194,23d92b42-35dc-4d6f-ab37-a6fd737e1313,adam.fitzgerald@buckley-invest.co.uk,Adam Fitzgerald,31a89254-6947-4cbd-9f56-c5b3e1e0ef94,Ecuador,2021-07-17 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
0a2868fe-b78b-4506-ad07-08cef3ba962d,5f7cdcbd-30df-45fb-acc4-e414f144972b,malcolm.greenwood@dean-invest.co.uk,Malcolm Greenwood,9a9682b7-4a62-4144-af9f-a11b3aa7b41d,Costa Rica,2020-02-07 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
6dfc62e8-7a33-4451-b2fa-b98aabfe6ebb,c8e14837-7077-4fb6-9450-468dc8b517e5,brian.burke@dean-invest.co.uk,Brian Burke,9a9682b7-4a62-4144-af9f-a11b3aa7b41d,Micronesia,2024-03-08 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
6382d7b7-22e0-4253-8178-91a4bc32c1eb,50fb7e47-dbea-41a2-916d-f51fdf04f20b,gavin.grant@johnson-invest.co.uk,Gavin Grant,dfd94676-4266-478c-a954-4bff9f5967b4,Suriname,2025-06-02 00:00:00,e5c208e0-ea56-45a4-a28f-dd21202c740a
3f6386a4-f0e2-46f3-95ae-f03c7b91256b,eaf9c774-75e0-4d39-b2e2-c4a0705aad7f,donald.mills@gray-invest.co.uk,Donald Mills,1dfdd387-5276-4f4d-9852-cd6a55ca15a7,Cameroon,2025-12-19 00:00:00,
3891624a-9ee6-4a33-a8e1-e5ff63f3494d,ca733e9f-487e-4032-9691-6d8d658a2748,jodie.harper@gray-invest.co.uk,Jodie Harper,1dfdd387-5276-4f4d-9852-cd6a55ca15a7,Togo,2020-03-09 00:00:00,6785eb85-eccb-4d04-bd8c-c328e5807f7e
08b516d1-bd9d-4c55-a663-64b51aa91694,0b2acbd3-899e-4d9f-a2f2-c20717432077,jacob.scott@buckley-invest.co.uk,Jacob Scott,76c4c220-0c9e-4c79-a7eb-daf6ba75c320,Mauritius,2020-03-11 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
602360b1-27a9-4dbf-b0aa-a068e76676c6,d8c9b53f-2d34-43ca-9915-6b39bff64bf2,tony.roberts@buckley-invest.co.uk,Tony Roberts,76c4c220-0c9e-4c79-a7eb-daf6ba75c320,Bouvet Island (Bouvetoya),2022-01-04 00:00:00,2fc13636-33f1-4b5e-8ce7-93cc79be660c
46d4e2fa-6d4b-4a5e-bbac-0cf0dbe080dd,5753c294-1f1b-4855-a91a-1d34f05e09f3,irene.taylor@ryan-invest.co.uk,Irene Taylor,5af36f79-9eac-4139-bb7c-079f626a9bd5,Bulgaria,2021-09-01 00:00:00,
a76ecf8c-3182-41ca-9687-d0df3d87faa1,b3a3bc58-730c-4474-bb23-8ef25db3eab3,stephen.evans@patel-invest.co.uk,Stephen Evans,19712804-541e-45dd-8ab5-7f5688bd26e4,Solomon Islands,2023-12-22 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
587211d7-8a35-4787-bc2b-bbe70eef92e3,671096aa-f9de-4934-8459-a2a5e49d3bea,frank.fox@wade-invest.co.uk,Frank Fox,ea66e3b9-9237-4043-8050-aae1e83a7b85,Andorra,2024-07-21 00:00:00,16134b5d-dc6e-480b-a748-3b8c5b2a0b3d
37f23bb0-9407-406b-9967-8fff2386cc9f,ec24fad6-c906-4991-a346-1ec04581aea4,clive.phillips@watson-invest.co.uk,Clive Phillips,4f42cb5a-095b-4847-a1e4-e0518c7b7b45,Brunei Darussalam,2023-05-13 00:00:00,31b01e01-5e9b-4bac-8989-c077a062f921
9762a421-f54c-4bda-8158-fdc9096efc5a,abb3d906-9c77-44ae-b841-d21b2e6d4670,emily.carey@preston-invest.co.uk,Emily Carey,e5b7df91-6eb3-4442-ba80-12b3eb37b659,Samoa,2021-01-17 00:00:00,6785eb85-eccb-4d04-bd8c-c328e5807f7e
