entity_id,entity_name,partner_id,entity_type,kyc_status
76c4c220-0c9e-4c79-a7eb-daf6ba75c320,Buckley Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,rejected
5af36f79-9eac-4139-bb7c-079f626a9bd5,Ryan Settlement,329b3776-ad36-4f85-b9df-772610528241,trust,pending
19712804-541e-45dd-8ab5-7f5688bd26e4,Patel Holdings Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,approved
ea66e3b9-9237-4043-8050-aae1e83a7b85,Wade Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,pending
4f42cb5a-095b-4847-a1e4-e0518c7b7b45,Watson Discretionary Trust,329b3776-ad36-4f85-b9df-772610528241,trust,approved
e5b7df91-6eb3-4442-ba80-12b3eb37b659,Preston Investment Account,329b3776-ad36-4f85-b9df-772610528241,individual,rejected
97135ac5-0d5a-465d-b9fb-e173f8e53aac,Bell Family Trust,329b3776-ad36-4f85-b9df-772610528241,trust,approved
796bbc49-6fec-4ad0-bb92-81a36b4c79bf,Anderson Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,approved
304b0a12-67e5-436f-b08b-263712dbc0b7,Jones Pension Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,rejected
fcc52e28-80c6-4214-93cd-9677f5cfd564,Griffiths Holdings Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,expired
7e79e914-b8ac-4781-ae0d-d15178c49b80,Evans SIPP,329b3776-ad36-4f85-b9df-772610528241,pension_fund,approved
2c544b9e-bd0c-4b63-b776-62f4ed7c8681,Robinson Settlement,329b3776-ad36-4f85-b9df-772610528241,trust,rejected
8dd1edd7-3975-45f6-9ac7-790238eb2ce4,Gough Pension Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,pending
f2efff92-0362-4473-9309-619f93406045,Smith Investments Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,approved
a622f1c1-085a-4778-ae4e-9d540a8c4086,Smith Discretionary Trust,329b3776-ad36-4f85-b9df-772610528241,trust,pending
9e913b65-df21-4a6a-b6e2-b637dde117c4,Swift Pension Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,approved
a77414b3-b024-462f-917c-14b7ab95401d,Ferguson Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,approved
7e813075-6e47-41b3-ab92-8d8069f01413,Chandler Personal Account,329b3776-ad36-4f85-b9df-772610528241,individual,pending
d8f6eb10-8189-40a0-b10f-19b7d2144da9,Sharp Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,approved
810b7085-5551-446e-8850-bb3332c16478,Stewart Personal Account,329b3776-ad36-4f85-b9df-772610528241,individual,approved
e80b3064-3d44-4efe-ad42-ef7e3ef40a57,Kent Investment Account,329b3776-ad36-4f85-b9df-772610528241,individual,approved
534b4faf-c31b-4b58-bb1d-a793520606ef,Harvey Investments Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,expired
b0748b26-c902-4602-80b1-322f81a89a13,Knowles Pension Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,pending
7c8c5e5e-c32f-4dc6-84b7-1de1872a85cf,May Capital Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,approved
a063c5fd-03e2-481c-914d-5215d791e6e8,O'Brien Retirement Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,approved
913cc7e8-c008-4719-9a35-5cd4ccccaf7b,Hill Personal Account,329b3776-ad36-4f85-b9df-772610528241,individual,expired
129e7c78-85b2-4f5e-98f1-919f9e836c5b,Jenkins Retirement Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,approved
a5eda9ee-ea8a-4c6c-a860-b30e4a524788,Arnold Retirement Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,rejected
63b34851-9e7f-45bf-bd14-55344bab322d,Murray Personal Account,329b3776-ad36-4f85-b9df-772610528241,individual,approved
c01456de-882b-41d3-8582-4c1c7c7dbaa5,Mitchell SIPP,329b3776-ad36-4f85-b9df-772610528241,pension_fund,approved
488af932-698a-4bf5-9bd2-54f88049f92b,Marshall Personal Account,329b3776-ad36-4f85-b9df-772610528241,individual,approved
7430ba72-5103-40f7-8156-65dd6ba2d729,Edwards Capital Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,approved
359b42ea-d4b9-49ae-b9c8-dcfa0fb26579,Matthews Pension Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,approved
3d0cb120-5afe-4d1c-b456-93afa6717399,Davies Pension Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,rejected
c205ea09-d8fb-472d-840d-7cb7fb2f6af9,Patel Investment Account,329b3776-ad36-4f85-b9df-772610528241,individual,rejected
9036005a-9f72-4752-a6c2-e2f025e8ef48,Lyons Personal Account,329b3776-ad36-4f85-b9df-772610528241,individual,expired
1d65b341-113f-44dc-a9a7-42f1faad48ad,Price Personal Account,329b3776-ad36-4f85-b9df-772610528241,individual,rejected
5c170bac-20c4-45f3-9976-d542fc7a422e,Smith Holdings Ltd,329b3776-ad36-4f85-b9df-772610528241,corporate,approved
5cda32fa-b61a-4cd3-9059-3280130710f2,Collins Retirement Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,approved
5b969a6c-a38f-486b-8dcf-bd558e3938f2,Brown Pension Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,approved
888029d0-75fa-4c23-b61f-06b15fd5fcff,Naylor Pension Fund,329b3776-ad36-4f85-b9df-772610528241,pension_fund,approved
0b5d8f53-d25c-4ccc-894b-4f5fe05b0629,Fox Discretionary Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
0a93c3ab-3439-4834-ad1d-05701ba9aa9c,Bailey SIPP,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,expired
8274ff78-0c5d-4412-90ac-2b0a1228d387,Walters Pension Fund,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,approved
915699a3-6125-4d13-9aad-5b2fe32b053e,Howard Family Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
bbe1f929-bc8c-4dab-9840-f97ee0966f26,Townsend Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
ba0c38b3-4fdf-4b31-be9a-83fdd6017020,Higgins Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,pending
a3a8b6d9-59d5-4691-95d5-cbe069d4b89e,Butcher Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,pending
909d08b7-8a7a-44b8-afd0-1eb52e49d852,Lewis Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
6f1eb3bf-859b-4ee6-9375-09756eca2390,White Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
4f482a56-a033-457a-a26a-fc273903b09c,Jones Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,pending
49f7769e-b5e7-4acd-bd6f-231022f6ba34,Powell Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
a0d10040-ffce-4b29-8368-fb8edd789243,Wood Discretionary Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
e59b3319-4b3a-48a2-a39e-08cbb1ea4b85,Young Family Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
c1706941-e6d3-4b3b-a9d1-f526d827dcd9,Allen Pension Fund,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,expired
952d28b1-fe5a-4b9d-bad3-87eb28804304,Smith Discretionary Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
8efd791d-4456-4f05-8015-3a1ce8d4d855,Jones Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
541e1ee1-a179-4829-8f09-80e6c0f41bbb,Rowley Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,pending
7f6964a0-58f5-4461-8cf5-4ff7ded26624,Green Investments Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
656564f5-ed38-4a1d-b2bd-d8d34094e7a0,Slater Family Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
5604560f-5bc3-478e-8897-aba771cf589a,Nixon Discretionary Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
a1520769-b8df-45c5-b654-e9d3bea4c8fe,Ali SIPP,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,expired
7aa4ae9e-7cd4-4b53-83ff-9001891eeb3a,Taylor Settlement,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,rejected
a99e34f7-59c6-48dc-9470-efe6df3e0a4f,Holloway Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,expired
487f329d-8b09-426d-beb8-223ee550ffb4,Lambert Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
3addaa3d-199f-423d-a644-18e7dc7a31e3,Willis Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,expired
2f0c4e8c-592a-4f81-8851-d82d349f9d7a,Long Investments Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
e00490d4-6189-48a8-a734-2e59d9c13f80,Briggs Investments Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
d3014cec-3518-438b-8784-c98703c6706d,Roberts Settlement,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
099accc3-c3c9-4a53-a3cc-038462ca810b,Griffiths Family Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
9d623775-7976-4ec1-9712-2fe61faa42f2,Bates Retirement Fund,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,approved
2297181c-43a4-421a-85a5-913f2f32a3ef,Wilkinson Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,rejected
75352b4e-6db7-4aeb-94d4-24dc3b729f90,Davidson Investments Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
b5face3d-e913-499c-8d7e-be9882d07a5b,Akhtar SIPP,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,expired
da04d1b8-cf35-403e-99ca-325eb2395375,Hall SIPP,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,approved
24cff00e-54c8-4980-a2d6-435976ac5f06,Gardiner Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,expired
00f018dd-0695-4b90-9925-46883835b277,Tucker Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,rejected
c705d77a-ffce-4cc5-ad36-3ffb21e59bc5,Mann Settlement,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,pending
ef58139e-9732-4942-b8b3-b970935e1e3a,Davis Capital Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
645d385f-2f81-4076-a0ed-cab9e0ebb755,Gibson Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
f28bb13d-083f-464c-8bf5-f5d20dac37e4,Riley Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
48ca924b-d703-416d-b424-9e8cd1c0b750,Henderson Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
4f855444-2f6c-4194-858a-c27fc1c91e01,Brown SIPP,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,expired
cdffa476-b4a8-4633-8636-0ad92d799d4b,Green Holdings Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,rejected
5a8a83d7-ac44-4928-bfdd-6829d577aa25,Mitchell Holdings Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
d670fddd-8c6f-4e9c-8349-a8ce5e701889,Smith Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,expired
6281b572-6c05-4d1a-a6b3-e4250519b789,Stevenson Discretionary Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,rejected
2eb92887-8d9f-4a7c-b963-cfe0b1e7f702,Jones Investments Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
2c8d772d-4d12-418d-b265-150625b6bb8f,Taylor Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,rejected
e4b7c146-abec-4133-82b6-593bf1cee93e,Poole Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
4e790b82-c130-44fe-956b-23d34ee45eeb,O'Brien Capital Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
a8ef66c5-5691-4c59-a477-af5978bc9d4c,Metcalfe Family Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
643149b6-3dcd-4df1-b151-80e78e884ec6,Black Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
7f79b6b5-d117-4319-a691-422869ce8abc,Bennett Discretionary Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,rejected
41f12719-0e29-404e-906c-64a525902232,Thornton Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
4152d97b-58e0-4f0a-80df-c75fbcf88463,Hussain SIPP,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,rejected
c70c5d76-dc5b-4a5f-909c-ae37ab0fb887,Booth Family Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
63b20d8b-3099-4f7f-b865-5772f71d689a,Elliott Family Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,pending
b7c06bc0-72bb-4eef-bae2-a2e006859c1b,Gill Family Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
e410cc1a-fe35-49fc-8845-fda717b2eded,Adams Retirement Fund,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,expired
b0c2370c-6176-4eba-b854-f90704d3297f,Jones Discretionary Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,pending
7e19c7f1-1790-48a7-aaab-2fd9918d6d8e,Barrett Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,pending
2ae2c4a0-6c2f-4974-af0d-4f5b85142f1c,Lloyd Investments Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
198f0cf0-734d-4941-bd9d-5dd5e9216e08,Howard Pension Fund,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,pending
95047bd0-8fea-4e08-85a9-de34ddb37e07,Newman Investments Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
e64e0b00-a25f-40f7-869d-166c95d62520,Long Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,pending
d7f6bf5f-01da-49d5-a0a0-97209f4c158e,Sinclair Settlement,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,rejected
0d3922e7-3f43-458d-9e60-fd00d109947a,Parker Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,pending
13bc4b78-87a2-40b7-a3da-f16f57c4ebf4,Jones Settlement,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
a15416ce-0f02-412f-88a2-822dceff08c1,Bell Discretionary Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,expired
d505b096-04a8-4b1a-a1d5-e0e8c2682983,Hill Settlement,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
9c3d6b69-126e-441f-b702-0540e12d3417,George Capital Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,expired
3bb29874-230a-4508-b145-8668c6c8a399,Buckley SIPP,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,expired
6a720142-dc4c-427e-8238-5e5e1d7b3749,Barton Investments Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
1ad7deda-33f0-411c-897c-869a7fc6e4e1,Rees Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
1fca0d58-e902-413d-a9bf-39796a375156,Townsend Capital Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,rejected
d19defda-c986-4141-ae3d-bc7715dd65cc,Taylor Discretionary Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,approved
0a2fa191-14ef-4c12-a187-4a7e150a1085,Ahmed SIPP,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,approved
cc2a221e-d7f9-46d5-ab60-02d8f4f9cb6f,Howarth SIPP,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,pension_fund,approved
9796eeed-efb4-426b-86ac-1d5a4340d60e,Pearce Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,pending
41499e3d-5fe0-4d04-b2b6-59865ccfd315,Jackson Family Trust,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,trust,rejected
17a59c27-a247-47a4-8d5a-a12576fb738e,Thomas Investments Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
ea61ec18-fcc0-451a-874b-f87b11327d35,Reeves Holdings Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
d7779237-d64a-49fb-a33f-56063d913551,Moss Personal Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
a8a39972-19ec-4f6c-8dc3-d52ba1cf1bcf,Armstrong Investment Account,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,individual,approved
a00f64a1-a775-4031-bc98-7e08cf558dad,Saunders Capital Ltd,d8c700a9-a81f-4e73-8a73-9391eac6b4e8,corporate,approved
8e7182cd-4dce-4f41-a0cb-1b1e4c5d416f,Smith Pension Fund,fccd4c9b-212a-40e2-855c-9633c65670f0,pension_fund,approved
84604078-3238-40a0-94ed-54b68cd20e32,Davies Personal Account,fccd4c9b-212a-40e2-855c-9633c65670f0,individual,rejected
8e43fc28-0609-48e0-a792-07f7c1a83e47,McLean Pension Fund,fccd4c9b-212a-40e2-855c-9633c65670f0,pension_fund,approved
7af02ce5-79ae-4039-8021-faff195275d3,Phillips Pension Fund,fccd4c9b-212a-40e2-855c-9633c65670f0,pension_fund,pending
23a75a10-8af0-4860-9471-80283c52be85,Clarke Ltd,fccd4c9b-212a-40e2-855c-9633c65670f0,corporate,approved
eb7db4a9-ee16-458a-abee-c2f2961224d9,Berry Capital Ltd,fccd4c9b-212a-40e2-855c-9633c65670f0,corporate,expired
d6aa6e27-0690-4d43-8df2-79a7ce14cbb5,Murphy Discretionary Trust,fccd4c9b-212a-40e2-855c-9633c65670f0,trust,pending
e8fcd4a4-d159-4793-a244-076ce25d8c5c,Murray SIPP,fccd4c9b-212a-40e2-855c-9633c65670f0,pension_fund,approved
b26ab56c-b043-47fc-8bfd-4584019b29fa,Hudson Capital Ltd,fccd4c9b-212a-40e2-855c-9633c65670f0,corporate,approved
514a1fa0-f60d-4659-b9a0-e8617128311a,Bailey Family Trust,fccd4c9b-212a-40e2-855c-9633c65670f0,trust,rejected
bcca058e-a552-45c1-9eee-6cf1661b479f,Johnson Settlement,fccd4c9b-212a-40e2-855c-9633c65670f0,trust,approved
04785675-ffdb-4ad8-8139-3c65906010e9,Moore Investments Ltd,fccd4c9b-212a-40e2-855c-9633c65670f0,corporate,approved
620b17e8-8ea9-42ed-8605-2d463b3b0cb7,Spencer Investment Account,fccd4c9b-212a-40e2-855c-9633c65670f0,individual,approved
28b8e4b4-1fa0-4fb4-93e5-f55707c59f00,Powell Discretionary Trust,fccd4c9b-212a-40e2-855c-9633c65670f0,trust,approved
2f9747de-e55b-4743-8f71-c37f05c95f95,Lowe Personal Account,fccd4c9b-212a-40e2-855c-9633c65670f0,individual,approved
9570dc16-65d2-41e3-b3ff-9f3618d23d2f,Daniels Capital Ltd,fccd4c9b-212a-40e2-855c-9633c65670f0,corporate,expired
2c566349-97de-4af2-9a10-e8251154b56c,Stone Holdings Ltd,fccd4c9b-212a-40e2-855c-9633c65670f0,corporate,approved
37e71a9f-7413-46ba-a5ed-cd2f96897774,Rees Retirement Fund,fccd4c9b-212a-40e2-855c-9633c65670f0,pension_fund,approved
8677e0d3-59a3-4d20-aa0b-ae1fe1087a2c,Smith Retirement Fund,fccd4c9b-212a-40e2-855c-9633c65670f0,pension_fund,approved
9e885870-7e62-4ba3-a461-1f4c82ea533a,Kirby Capital Ltd,fccd4c9b-212a-40e2-855c-9633c65670f0,corporate,approved
a5b492c8-08ad-4a65-a74c-ed95e512b1d2,Williams Investment Account,fccd4c9b-212a-40e2-855c-9633c65670f0,individual,approved
9a3e8ecd-e1b6-4f61-b384-251afa5b73ff,Dunn Investment Account,fccd4c9b-212a-40e2-855c-9633c65670f0,individual,approved
70d54ab5-0534-4ddf-9db3-b96f178372b1,Stokes Retirement Fund,fccd4c9b-212a-40e2-855c-9633c65670f0,pension_fund,pending
ff70edc0-2da9-46a8-968d-5047058f389f,Robinson Capital Ltd,fccd4c9b-212a-40e2-855c-9633c65670f0,corporate,approved
